level,run,variant,source,case,region,role,samples,run_count,median_us,p95_us,min_run_median_us,max_run_median_us,run_median_spread_us,run_median_spread_percent,baseline_median_us,delta_us,delta_percent,target_metric,allocation_status,median_bytes_per_iteration
run,run10-view,view,physics,box,adopt_colliders,representative,64,1,2.9,3.0849999999999995,,,,,,,,False,unavailable,
run,run10-view,view,physics,box,box_mass_divide,representative,8,1,4.291259765625,4.838994140625,,,,,,,,False,unavailable,
run,run10-view,view,physics,box,prepare_colliders,representative,64,1,4.9,5.8,,,,,,,,False,unavailable,
run,run10-view,view,physics,box,provisional_build,representative,64,1,38.3,41.48,,,,,,,,True,unavailable,
run,run10-view,view,physics,box,shape_pair_create_dispose,representative,8,1,1.2681640625,1.3342578125,,,,,,,,True,unavailable,
run,run10-view,view,physics,character,adopt_colliders,representative,64,1,13.2,13.785,,,,,,,,False,unavailable,
run,run10-view,view,physics,character,box_mass_divide,representative,8,1,4.8619140625,5.614013671875,,,,,,,,False,unavailable,
run,run10-view,view,physics,character,prepare_colliders,representative,64,1,23.55,25.824999999999996,,,,,,,,False,unavailable,
run,run10-view,view,physics,character,provisional_build,representative,64,1,87.25,94.36499999999998,,,,,,,,True,unavailable,
run,run10-view,view,physics,character,shape_pair_create_dispose,representative,8,1,4.390234375,6.67263671875,,,,,,,,True,unavailable,
run,run10-view,view,registration,highwater2048_live16,late_duplicate,stress,8,1,2.2329467773437504,2.5332666015624996,,,,,,,,False,unavailable,
run,run10-view,view,registration,highwater2048_live16,unregistered,stress,8,1,2.380615234375,2.422105712890625,,,,,,,,False,unavailable,
run,run10-view,view,registration,live16,late_duplicate,representative,8,1,0.0257080078125,0.025723876953125002,,,,,,,,False,unavailable,
run,run10-view,view,registration,live16,unregistered,representative,8,1,0.02587890625,0.02591064453125,,,,,,,,False,unavailable,
run,run10-view,view,registration,live32,late_duplicate,representative,8,1,0.06087646484375,0.063118896484375,,,,,,,,False,unavailable,
run,run10-view,view,registration,live32,unregistered,representative,8,1,0.060791015625,0.061177978515625,,,,,,,,False,unavailable,
run,run10-view,view,registration,live512,late_duplicate,stress,8,1,0.8610595703124999,0.9940942382812499,,,,,,,,False,unavailable,
run,run10-view,view,registration,live512,unregistered,stress,8,1,0.85115966796875,0.9322570800781249,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,box,adopt_colliders,representative,64,1,3.1,3.3849999999999993,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,box,box_mass_divide,representative,8,1,4.616650390625001,4.9581542968750005,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,box,prepare_colliders,representative,64,1,5.3,6.484999999999999,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,box,provisional_build,representative,64,1,41.3,45.224999999999994,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,box,shape_pair_create_dispose,representative,8,1,2.4802734375,2.58458984375,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,character,adopt_colliders,representative,64,1,11.25,12.054999999999998,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,character,box_mass_divide,representative,8,1,4.746484375,7.1320849609375,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,character,prepare_colliders,representative,64,1,20.1,27.149999999999984,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,character,provisional_build,representative,64,1,76.95,98.10999999999999,,,,,,,,False,unavailable,
run,run11-o1,o1,physics,character,shape_pair_create_dispose,representative,8,1,5.551171875,5.65947265625,,,,,,,,False,unavailable,
run,run11-o1,o1,registration,highwater2048_live16,late_duplicate,stress,8,1,0.002099609375,0.002115478515625,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,highwater2048_live16,unregistered,stress,8,1,0.001904296875,0.001904296875,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live16,late_duplicate,representative,8,1,0.00206298828125,0.0020751953125,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live16,unregistered,representative,8,1,0.00185546875,0.001895751953125,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live32,late_duplicate,representative,8,1,0.00205078125,0.002066650390625,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live32,unregistered,representative,8,1,0.00184326171875,0.00185546875,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live512,late_duplicate,stress,8,1,0.00206298828125,0.0020751953125,,,,,,,,True,unavailable,
run,run11-o1,o1,registration,live512,unregistered,stress,8,1,0.00185546875,0.001871337890625,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,box,adopt_colliders,representative,64,1,3.2,3.7,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,box,box_mass_divide,representative,8,1,4.419140625,4.5112060546875,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,box,prepare_colliders,representative,64,1,5.5,7.054999999999998,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,box,provisional_build,representative,64,1,44.150000000000006,51.74499999999999,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,box,shape_pair_create_dispose,representative,8,1,2.0896484375,2.2163671875,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,character,adopt_colliders,representative,64,1,15.4,16.085,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,character,box_mass_divide,representative,8,1,4.6189453125,4.7301708984375,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,character,prepare_colliders,representative,64,1,28.0,30.579999999999995,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,character,provisional_build,representative,64,1,106.9,112.535,,,,,,,,True,unavailable,
run,run12-baseline,baseline,physics,character,shape_pair_create_dispose,representative,8,1,6.471484375,7.2945312499999995,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,highwater2048_live16,late_duplicate,stress,8,1,2.04498291015625,2.1183459472656248,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,highwater2048_live16,unregistered,stress,8,1,2.07762451171875,2.1078076171875,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live16,late_duplicate,representative,8,1,0.030859375,0.030875244140625,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live16,unregistered,representative,8,1,0.06043701171875,0.062742919921875,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live32,late_duplicate,representative,8,1,0.07742919921875,0.079349365234375,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live32,unregistered,representative,8,1,0.06851806640625,0.07361328125,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live512,late_duplicate,stress,8,1,0.8090576171874999,0.8568115234375,,,,,,,,True,unavailable,
run,run12-baseline,baseline,registration,live512,unregistered,stress,8,1,0.93897705078125,0.9664453125,,,,,,,,True,unavailable,
variant,,all,physics,box,adopt_colliders,representative,128,2,2.65,,2.5,2.8,0.2999999999999998,11.320754716981126,2.95,-0.30000000000000027,-10.169491525423737,True,unavailable,
variant,,all,physics,box,box_mass_divide,representative,16,2,3.9563232421874996,,3.722998046875,4.1896484375,0.4666503906249999,11.79505217493258,4.140185546875,-0.18386230468750053,-4.440919437204434,True,unavailable,
variant,,all,physics,box,prepare_colliders,representative,128,2,4.5,,4.3,4.7,0.40000000000000036,8.888888888888896,4.9,-0.40000000000000036,-8.163265306122454,True,unavailable,
variant,,all,physics,box,provisional_build,representative,128,2,35.275,,34.0,36.55,2.549999999999997,7.2289156626505955,40.050000000000004,-4.775000000000006,-11.922596754057441,True,unavailable,
variant,,all,physics,box,shape_pair_create_dispose,representative,16,2,1.9554687499999999,,1.4498046875,2.4611328125,1.011328125,51.7179384738314,1.92158203125,0.03388671874999982,1.7634802053158416,True,unavailable,
