run,backend,source_fingerprint,probe_schema,case,phase,stage,metric,order_kind,mode_before,mode_after,positive_minus_negative_before,positive_minus_negative_after,first_minus_second_before,first_minus_second_after,side_difference_sign_reverses,ordinal_difference_sign_agrees
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,0,1,2.7,-2.6500000000000004,2.7,2.6500000000000004,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,0,1,5801.5,-5617.5,5801.5,5617.5,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,2,3,2.75,-2.45,2.75,2.45,True,True
player10-f0ebe111,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,2,3,5944.5,-5119.0,5944.5,5119.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,elapsed_us,build,0,1,9.8,-7.9,9.8,7.9,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,thread_cycles,build,0,1,20437.0,-16609.0,20437.0,16609.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,elapsed_us,build,2,3,12.0,-8.200000000000001,12.0,8.200000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,objects,thread_cycles,build,2,3,25206.0,-17257.0,25206.0,17257.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,elapsed_us,build,0,1,0.9,-1.2000000000000002,0.9,1.2000000000000002,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,thread_cycles,build,0,1,1910.0,-2445.0,1910.0,2445.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,elapsed_us,build,2,3,1.5,-0.7000000000000001,1.5,0.7000000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,colliders,thread_cycles,build,2,3,2980.0,-1576.0,2980.0,1576.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,elapsed_us,build,0,1,11.200000000000001,-9.700000000000001,11.200000000000001,9.700000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,thread_cycles,build,0,1,23661.0,-20172.0,23661.0,20172.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,elapsed_us,build,2,3,13.8,-9.5,13.8,9.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,BuildSide,thread_cycles,build,2,3,28947.0,-19848.0,28947.0,19848.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,elapsed_us,activation,0,2,4.1000000000000005,23.400000000000002,-4.1000000000000005,23.400000000000002,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,thread_cycles,activation,0,2,8453.0,49494.0,-8453.0,49494.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,elapsed_us,activation,1,3,2.2,14.3,-2.2,14.3,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,SetActive,thread_cycles,activation,1,3,4641.0,30193.0,-4641.0,30193.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,elapsed_us,build,0,1,4.1000000000000005,-2.2,4.1000000000000005,2.2,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,thread_cycles,build,0,1,8795.0,-4961.0,8795.0,4961.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,elapsed_us,build,2,3,3.5,-2.5,3.5,2.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,warmup,newRoot,thread_cycles,build,2,3,8527.0,-5451.0,8527.0,5451.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,elapsed_us,build,0,1,8.3,-8.7,8.3,8.7,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,thread_cycles,build,0,1,17523.5,-18367.5,17523.5,18367.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,elapsed_us,build,2,3,9.700000000000001,-8.600000000000001,9.700000000000001,8.600000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,objects,thread_cycles,build,2,3,20613.5,-18199.0,20613.5,18199.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,elapsed_us,build,0,1,0.8500000000000001,-0.8,0.8500000000000001,0.8,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,thread_cycles,build,0,1,1829.0,-1772.5,1829.0,1772.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,elapsed_us,build,2,3,1.05,-0.8,1.05,0.8,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,colliders,thread_cycles,build,2,3,2208.5,-1809.5,2208.5,1809.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,elapsed_us,build,0,1,9.850000000000001,-10.45,9.850000000000001,10.45,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,thread_cycles,build,0,1,20625.5,-21882.5,20625.5,21882.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,elapsed_us,build,2,3,11.2,-10.3,11.2,10.3,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,BuildSide,thread_cycles,build,2,3,23722.0,-21643.5,23722.0,21643.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,elapsed_us,activation,0,2,3.95,15.95,-3.95,15.95,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,thread_cycles,activation,0,2,8345.0,33677.0,-8345.0,33677.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,elapsed_us,activation,1,3,3.35,15.3,-3.35,15.3,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,SetActive,thread_cycles,activation,1,3,7184.5,32335.0,-7184.5,32335.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,0,1,2.1500000000000004,-2.55,2.1500000000000004,2.55,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,0,1,4590.0,-5535.5,4590.0,5535.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,elapsed_us,build,2,3,2.4000000000000004,-2.1500000000000004,2.4000000000000004,2.1500000000000004,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,box,measured,newRoot,thread_cycles,build,2,3,5239.5,-4710.5,5239.5,4710.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,0,1,9.700000000000001,-11.200000000000001,9.700000000000001,11.200000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,0,1,20479.0,-23967.0,20479.0,23967.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,elapsed_us,build,2,3,23.400000000000002,-10.8,23.400000000000002,10.8,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,objects,thread_cycles,build,2,3,48928.0,-22723.0,48928.0,22723.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,0,1,5.4,3.3000000000000003,5.4,-3.3000000000000003,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,0,1,11318.0,6999.0,11318.0,-6999.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,elapsed_us,build,2,3,9.8,2.4000000000000004,9.8,-2.4000000000000004,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,colliders,thread_cycles,build,2,3,20419.0,4932.0,20419.0,-4932.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,0,1,15.4,-8.3,15.4,8.3,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,0,1,32703.0,-17911.0,32703.0,17911.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,elapsed_us,build,2,3,33.800000000000004,-9.1,33.800000000000004,9.1,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,BuildSide,thread_cycles,build,2,3,71209.0,-19417.0,71209.0,19417.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,0,2,9.1,41.5,-9.1,41.5,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,0,2,19348.0,87768.0,-19348.0,87768.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,elapsed_us,activation,1,3,8.3,17.6,-8.3,17.6,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,SetActive,thread_cycles,activation,1,3,17623.0,37215.0,-17623.0,37215.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,0,1,2.4000000000000004,-4.5,2.4000000000000004,4.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,0,1,5533.0,-9456.0,5533.0,9456.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,elapsed_us,build,2,3,10.0,-3.7,10.0,3.7,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,warmup,newRoot,thread_cycles,build,2,3,21134.0,-8090.0,21134.0,8090.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,0,1,9.55,-10.4,9.55,10.4,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,0,1,20237.5,-22064.5,20237.5,22064.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,elapsed_us,build,2,3,9.350000000000001,-9.600000000000001,9.350000000000001,9.600000000000001,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,objects,thread_cycles,build,2,3,19941.5,-20287.0,19941.5,20287.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,0,1,5.800000000000001,3.1500000000000004,5.800000000000001,-3.1500000000000004,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,0,1,12323.0,6602.0,12323.0,-6602.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,elapsed_us,build,2,3,5.450000000000001,3.1,5.450000000000001,-3.1,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,colliders,thread_cycles,build,2,3,11496.5,6574.0,11496.5,-6574.0,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,0,1,15.9,-7.1,15.9,7.1,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,0,1,33834.0,-15076.0,33834.0,15076.0,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,elapsed_us,build,2,3,15.5,-6.85,15.5,6.85,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,BuildSide,thread_cycles,build,2,3,32699.0,-14682.5,32699.0,14682.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,0,2,8.95,23.55,-8.95,23.55,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,0,2,18957.0,49700.5,-18957.0,49700.5,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,elapsed_us,activation,1,3,8.7,22.3,-8.7,22.3,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,SetActive,thread_cycles,activation,1,3,18194.5,47071.5,-18194.5,47071.5,False,False
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,0,1,2.8000000000000003,-3.25,2.8000000000000003,3.25,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,0,1,5931.5,-6776.5,5931.5,6776.5,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,elapsed_us,build,2,3,2.75,-2.95,2.75,2.95,True,True
player11-6bad76e3,IL2CPP,ac74cac748fd6e6ebd6d35c6cdd90d5b116a231b61a1104ebdec526eee938e26,newRoot,character,measured,newRoot,thread_cycles,build,2,3,5786.5,-6478.0,5786.5,6478.0,True,True
