variant,case,region,sample,iterations,elapsed_ticks,allocated_bytes,counter_responded,frequency
all,character,adopt_colliders,20,1,116,-1,False,10000000
all,character,provisional_build,21,1,723,-1,False,10000000
all,character,prepare_colliders,21,1,196,-1,False,10000000
all,character,adopt_colliders,21,1,108,-1,False,10000000
all,character,provisional_build,22,1,707,-1,False,10000000
all,character,prepare_colliders,22,1,184,-1,False,10000000
all,character,adopt_colliders,22,1,110,-1,False,10000000
all,character,provisional_build,23,1,720,-1,False,10000000
all,character,prepare_colliders,23,1,192,-1,False,10000000
all,character,adopt_colliders,23,1,108,-1,False,10000000
all,character,provisional_build,24,1,714,-1,False,10000000
all,character,prepare_colliders,24,1,193,-1,False,10000000
all,character,adopt_colliders,24,1,108,-1,False,10000000
all,character,provisional_build,25,1,723,-1,False,10000000
all,character,prepare_colliders,25,1,187,-1,False,10000000
all,character,adopt_colliders,25,1,106,-1,False,10000000
all,character,provisional_build,26,1,728,-1,False,10000000
all,character,prepare_colliders,26,1,187,-1,False,10000000
all,character,adopt_colliders,26,1,111,-1,False,10000000
all,character,provisional_build,27,1,730,-1,False,10000000
all,character,prepare_colliders,27,1,184,-1,False,10000000
all,character,adopt_colliders,27,1,107,-1,False,10000000
all,character,provisional_build,28,1,728,-1,False,10000000
all,character,prepare_colliders,28,1,193,-1,False,10000000
all,character,adopt_colliders,28,1,109,-1,False,10000000
all,character,provisional_build,29,1,726,-1,False,10000000
all,character,prepare_colliders,29,1,201,-1,False,10000000
all,character,adopt_colliders,29,1,110,-1,False,10000000
all,character,provisional_build,30,1,725,-1,False,10000000
all,character,prepare_colliders,30,1,196,-1,False,10000000
all,character,adopt_colliders,30,1,108,-1,False,10000000
all,character,provisional_build,31,1,725,-1,False,10000000
all,character,prepare_colliders,31,1,202,-1,False,10000000
all,character,adopt_colliders,31,1,109,-1,False,10000000
all,character,provisional_build,32,1,736,-1,False,10000000
all,character,prepare_colliders,32,1,186,-1,False,10000000
all,character,adopt_colliders,32,1,111,-1,False,10000000
all,character,provisional_build,33,1,913,-1,False,10000000
all,character,prepare_colliders,33,1,180,-1,False,10000000
all,character,adopt_colliders,33,1,107,-1,False,10000000
all,character,provisional_build,34,1,718,-1,False,10000000
all,character,prepare_colliders,34,1,188,-1,False,10000000
all,character,adopt_colliders,34,1,111,-1,False,10000000
all,character,provisional_build,35,1,725,-1,False,10000000
all,character,prepare_colliders,35,1,203,-1,False,10000000
all,character,adopt_colliders,35,1,109,-1,False,10000000
all,character,provisional_build,36,1,711,-1,False,10000000
all,character,prepare_colliders,36,1,186,-1,False,10000000
all,character,adopt_colliders,36,1,107,-1,False,10000000
all,character,provisional_build,37,1,715,-1,False,10000000
all,character,prepare_colliders,37,1,234,-1,False,10000000
all,character,adopt_colliders,37,1,158,-1,False,10000000
all,character,provisional_build,38,1,741,-1,False,10000000
all,character,prepare_colliders,38,1,202,-1,False,10000000
all,character,adopt_colliders,38,1,108,-1,False,10000000
all,character,provisional_build,39,1,727,-1,False,10000000
all,character,prepare_colliders,39,1,184,-1,False,10000000
all,character,adopt_colliders,39,1,118,-1,False,10000000
all,character,provisional_build,40,1,710,-1,False,10000000
all,character,prepare_colliders,40,1,191,-1,False,10000000
all,character,adopt_colliders,40,1,108,-1,False,10000000
all,character,provisional_build,41,1,731,-1,False,10000000
all,character,prepare_colliders,41,1,193,-1,False,10000000
all,character,adopt_colliders,41,1,107,-1,False,10000000
all,character,provisional_build,42,1,736,-1,False,10000000
all,character,prepare_colliders,42,1,195,-1,False,10000000
all,character,adopt_colliders,42,1,109,-1,False,10000000
all,character,provisional_build,43,1,800,-1,False,10000000
all,character,prepare_colliders,43,1,195,-1,False,10000000
all,character,adopt_colliders,43,1,113,-1,False,10000000
all,character,provisional_build,44,1,720,-1,False,10000000
