run,case,mesh_slots,round,order,region,version,ticks,freq,iterations,native_arrays,payload_bytes,cleared_payload_bytes
"player01",box,2,4,1,allocation_release,candidate,1393,10000000,1024,1,72,72
"player01",box,2,4,2,allocation_release,candidate,1389,10000000,1024,1,72,72
"player01",box,2,4,3,allocation_release,baseline,5641,10000000,1024,4,66,2
"player01",box,2,5,-1,empty_batch,empty,1,10000000,1024,0,0,0
"player01",box,2,5,0,allocation_release,baseline,7609,10000000,1024,4,66,2
"player01",box,2,5,1,allocation_release,candidate,1396,10000000,1024,1,72,72
"player01",box,2,5,2,allocation_release,candidate,1390,10000000,1024,1,72,72
"player01",box,2,5,3,allocation_release,baseline,5658,10000000,1024,4,66,2
"player01",box,2,6,-1,empty_batch,empty,0,10000000,1024,0,0,0
"player01",box,2,6,0,allocation_release,baseline,5703,10000000,1024,4,66,2
"player01",box,2,6,1,allocation_release,candidate,1402,10000000,1024,1,72,72
"player01",box,2,6,2,allocation_release,candidate,1389,10000000,1024,1,72,72
"player01",box,2,6,3,allocation_release,baseline,5649,10000000,1024,4,66,2
"player01",box,2,7,-1,empty_batch,empty,1,10000000,1024,0,0,0
"player01",box,2,7,0,allocation_release,baseline,5820,10000000,1024,4,66,2
"player01",box,2,7,1,allocation_release,candidate,1395,10000000,1024,1,72,72
"player01",box,2,7,2,allocation_release,candidate,1386,10000000,1024,1,72,72
"player01",box,2,7,3,allocation_release,baseline,5664,10000000,1024,4,66,2
